,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.02168383,0.014594887,0.015011884,0.014594887,0.014594887,0.015011884,0.014594887,0.042116676,0.029189775,0.014594887,0.007922939,0.007922939,0.028355781,0.007922939,0.028355781,0.029189775,0.0054209577,0.0050039613,0.03627872,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613
1,0.014594887,0.015011884,0.014594887,0.014594887,0.015011884,0.014594887,0.042116676,0.029189775,0.014594887,0.007922939,0.007922939,0.028355781,0.007922939,0.028355781,0.029189775,0.0054209577,0.0050039613,0.03627872,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872
2,0.015011884,0.014594887,0.014594887,0.015011884,0.014594887,0.042116676,0.029189775,0.014594887,0.007922939,0.007922939,0.028355781,0.007922939,0.028355781,0.029189775,0.0054209577,0.0050039613,0.03627872,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906
3,0.014594887,0.014594887,0.015011884,0.014594887,0.042116676,0.029189775,0.014594887,0.007922939,0.007922939,0.028355781,0.007922939,0.028355781,0.029189775,0.0054209577,0.0050039613,0.03627872,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906
4,0.014594887,0.015011884,0.014594887,0.042116676,0.029189775,0.014594887,0.007922939,0.007922939,0.028355781,0.007922939,0.028355781,0.029189775,0.0054209577,0.0050039613,0.03627872,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826
5,0.015011884,0.014594887,0.042116676,0.029189775,0.014594887,0.007922939,0.007922939,0.028355781,0.007922939,0.028355781,0.029189775,0.0054209577,0.0050039613,0.03627872,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715
6,0.014594887,0.042116676,0.029189775,0.014594887,0.007922939,0.007922939,0.028355781,0.007922939,0.028355781,0.029189775,0.0054209577,0.0050039613,0.03627872,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936
7,0.042116676,0.029189775,0.014594887,0.007922939,0.007922939,0.028355781,0.007922939,0.028355781,0.029189775,0.0054209577,0.0050039613,0.03627872,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677
8,0.029189775,0.014594887,0.007922939,0.007922939,0.028355781,0.007922939,0.028355781,0.029189775,0.0054209577,0.0050039613,0.03627872,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881
9,0.014594887,0.007922939,0.007922939,0.028355781,0.007922939,0.028355781,0.029189775,0.0054209577,0.0050039613,0.03627872,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878
10,0.007922939,0.007922939,0.028355781,0.007922939,0.028355781,0.029189775,0.0054209577,0.0050039613,0.03627872,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775
11,0.007922939,0.028355781,0.007922939,0.028355781,0.029189775,0.0054209577,0.0050039613,0.03627872,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613
12,0.028355781,0.007922939,0.028355781,0.029189775,0.0054209577,0.0050039613,0.03627872,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577
13,0.007922939,0.028355781,0.029189775,0.0054209577,0.0050039613,0.03627872,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872
14,0.028355781,0.029189775,0.0054209577,0.0050039613,0.03627872,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856
15,0.029189775,0.0054209577,0.0050039613,0.03627872,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878
16,0.0054209577,0.0050039613,0.03627872,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881
17,0.0050039613,0.03627872,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897
18,0.03627872,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897
19,0.015845878,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269
20,0.015428881,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872
21,0.015428881,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338
22,0.0054209577,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536
23,0.0050039613,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335
24,0.03627872,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335,0.128435
25,0.012092906,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335,0.128435,0.106751174
26,0.012092906,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335,0.128435,0.106751174,0.09299028
27,0.022517826,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335,0.128435,0.106751174,0.09299028,0.12092907
28,0.036695715,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335,0.128435,0.106751174,0.09299028,0.12092907,0.12092489
29,0.008339936,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335,0.128435,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405
30,0.02960677,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335,0.128435,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983
31,0.015428881,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335,0.128435,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924
32,0.015845878,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335,0.128435,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816
33,0.029189775,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335,0.128435,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923
34,0.0050039613,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335,0.128435,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713
35,0.0054209577,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335,0.128435,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905
36,0.03627872,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335,0.128435,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887
37,0.05712856,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335,0.128435,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905
38,0.015845878,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335,0.128435,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926
39,0.015428881,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335,0.128435,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269
40,0.013343897,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335,0.128435,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897
41,0.013343897,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335,0.128435,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182
42,0.0129269,0.03627872,0.08006338,0.08256536,0.085901335,0.128435,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952
43,0.03627872,0.08006338,0.08256536,0.085901335,0.128435,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952
44,0.08006338,0.08256536,0.085901335,0.128435,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239
45,0.08256536,0.085901335,0.128435,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752
46,0.085901335,0.128435,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389
47,0.128435,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782
48,0.106751174,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782,0.13302614
49,0.09299028,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782,0.13302614,0.10633001
50,0.12092907,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782,0.13302614,0.10633001,0.15345898
51,0.12092489,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782,0.13302614,0.10633001,0.15345898,0.119682245
52,0.120520405,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782,0.13302614,0.10633001,0.15345898,0.119682245,0.15929277
53,0.10715983,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782,0.13302614,0.10633001,0.15345898,0.119682245,0.15929277,0.14677453
54,0.12009924,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782,0.13302614,0.10633001,0.15345898,0.119682245,0.15929277,0.14677453,0.14553188
55,0.023768816,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782,0.13302614,0.10633001,0.15345898,0.119682245,0.15929277,0.14677453,0.14553188,0.083399355
56,0.010007923,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782,0.13302614,0.10633001,0.15345898,0.119682245,0.15929277,0.14677453,0.14553188,0.083399355,0.09716442
57,0.037112713,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782,0.13302614,0.10633001,0.15345898,0.119682245,0.15929277,0.14677453,0.14553188,0.083399355,0.09716442,0.0033359742
58,0.0141778905,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782,0.13302614,0.10633001,0.15345898,0.119682245,0.15929277,0.14677453,0.14553188,0.083399355,0.09716442,0.0033359742,0.003752971
59,0.014594887,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782,0.13302614,0.10633001,0.15345898,0.119682245,0.15929277,0.14677453,0.14553188,0.083399355,0.09716442,0.0033359742,0.003752971,0.048375797
60,0.0141778905,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782,0.13302614,0.10633001,0.15345898,0.119682245,0.15929277,0.14677453,0.14553188,0.083399355,0.09716442,0.0033359742,0.003752971,0.048375797,0.039610524
61,0.009590926,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782,0.13302614,0.10633001,0.15345898,0.119682245,0.15929277,0.14677453,0.14553188,0.083399355,0.09716442,0.0033359742,0.003752971,0.048375797,0.039610524,0.01167591
62,0.0129269,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782,0.13302614,0.10633001,0.15345898,0.119682245,0.15929277,0.14677453,0.14553188,0.083399355,0.09716442,0.0033359742,0.003752971,0.048375797,0.039610524,0.01167591,0.011258913
63,0.013343897,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782,0.13302614,0.10633001,0.15345898,0.119682245,0.15929277,0.14677453,0.14553188,0.083399355,0.09716442,0.0033359742,0.003752971,0.048375797,0.039610524,0.01167591,0.011258913,0.0070889452
64,0.02335182,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782,0.13302614,0.10633001,0.15345898,0.119682245,0.15929277,0.14677453,0.14553188,0.083399355,0.09716442,0.0033359742,0.003752971,0.048375797,0.039610524,0.01167591,0.011258913,0.0070889452,0.010424919
65,0.006254952,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782,0.13302614,0.10633001,0.15345898,0.119682245,0.15929277,0.14677453,0.14553188,0.083399355,0.09716442,0.0033359742,0.003752971,0.048375797,0.039610524,0.01167591,0.011258913,0.0070889452,0.010424919,0.010424919
66,0.006254952,0.07881239,0.08423752,0.14386389,0.10882782,0.13302614,0.10633001,0.15345898,0.119682245,0.15929277,0.14677453,0.14553188,0.083399355,0.09716442,0.0033359742,0.003752971,0.048375797,0.039610524,0.01167591,0.011258913,0.0070889452,0.010424919,0.010424919,0.020849839
